Title,Release Date,Budget,Revenue,Genres,Cast,Rating,Vote Count,Runtime,Overview
The Invasion,2007-08-17,80000000,40170558,"Science Fiction, Thriller, Mystery, Action, Horror","Nicole Kidman, Daniel Craig, Jackson Bond, Jeremy Northam, Jeffrey Wright",6.025,1469,99,"Washington, D.C. psychologist Carol Bennell and her colleague Dr. Ben Driscoll are the only two people on Earth who are aware of an epidemic running rampant through the city. They discover an alien virus aboard a crashed space shuttle that transforms anyone who comes into contact with it into unfeeling drones while they sleep. Carol realizes her son holds the key to stopping the spread of the plague and she races to find him before it is too late."
The Holdovers,2023-10-27,13000000,42513270,"Comedy, Drama","Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph, Carrie Preston, Brady Hepner",7.721,1385,133,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam."
Tinker Bell,2008-09-11,48000000,0,"Animation, Family, Adventure, Fantasy","Mae Whitman, Kristin Chenoweth, Raven-Symoné, Lucy Liu, America Ferrera",6.867,1375,78,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell."""
The Holdovers,2023-10-27,13000000,42513270,"Comedy, Drama","Paul Giamatti, Dominic Sessa, Da'Vine Joy Randolph, Carrie Preston, Brady Hepner",7.721,1385,133,"A curmudgeonly instructor at a New England prep school is forced to remain on campus during Christmas break to babysit the handful of students with nowhere to go. Eventually, he forms an unlikely bond with one of them — a damaged, brainy troublemaker — and with the school’s head cook, who has just lost a son in Vietnam."
Tinker Bell,2008-09-11,48000000,0,"Animation, Family, Adventure, Fantasy","Mae Whitman, Kristin Chenoweth, Raven-Symoné, Lucy Liu, America Ferrera",6.867,1375,78,"Journey into the secret world of Pixie Hollow and hear Tinker Bell speak for the very first time as the astonishing story of Disney's most famous fairy is finally revealed in the all-new motion picture ""Tinker Bell."""
Spiral: From the Book of Saw,2021-05-12,20000000,40618920,"Horror, Mystery","Chris Rock, Samuel L. Jackson, Max Minghella, Marisol Nichols, Dan Petronijevic",5.979,1938,93,"Working in the shadow of an esteemed police veteran, brash Detective Ezekiel “Zeke” Banks and his rookie partner take charge of a grisly investigation into murders that are eerily reminiscent of the city’s gruesome past.  Unwittingly entrapped in a deepening mystery, Zeke finds himself at the center of the killer’s morbid game."
Decision to Leave,2022-06-29,0,16914773,"Thriller, Mystery, Romance","Tang Wei, Park Hae-il, Lee Jung-hyun, Go Kyung-pyo, Park Yong-woo",7.4,1120,138,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire."
Stepdad and Mother-Daughter,2021-09-24,0,0,Romance,"Min Do-yoon, Ye Seul, Yoon Yool, Yeon Joo, Shin Yeon-ho",6.0,2,65,"Seo-ra, an elegant woman from Louisiana, U.S., marries businessman Kyeong-han who does anything to make money. Kyeong-hwan was in a relationship with Mi-yeon, who was a bar madam, but after his marriage to Seo-ra, he tells Mi-yeon that he will now live as an elegant businessman. For Kyeong-hwan, however, there was a problem of sexual desire and madness when he saw clothes with no underwear in sight. One day, Seo-ra's biological daughter Yoo-na, appeared at Kyeong-hwan's newlywed house in a short skirt."
American Beauty,1999-09-15,15000000,356296601,Drama,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari",8.018,11859,122,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend."
Don't Look at the Demon,2022-09-29,0,727153,Horror,"Fiona Dourif, Jordan Belfi, Malin Crépin, Harris Dickinson, Randy Wayne",6.746,65,95,A spiritual medium leads a paranormal investigative TV crew to a haunted home only to discover that the evil spirit she’s facing holds the key to her troubled past.
Code Geass: Akito the Exiled 5: To Beloved Ones,2016-02-06,0,0,"Action, Animation, Science Fiction","Miyu Irino, Maaya Sakamoto, Takuma Terashima, Yoshitsugu Matsuoka, Satoshi Hino",6.1,36,60,"The Ark Fleet has been destroyed, and a significant number of the enemy's troops have been wiped out due to its crash landing. As the remaining forces of the Holy Order of Michael regroup in order to launch a final assault on Weiswolf Castle, the wZERO unit, along with their new ally Ashley Ashra, stand ready to intercept them. Meanwhile, with his Geass out of control, Shin moves to erase his younger brother's existence once and for all. But Akito, having promised Leila that he will come back alive, refuses to accept such a fate, and the two clash in their final battle."
Coma,2020-01-01,2250000,9500000,"Science Fiction, Adventure, Action","Rinal Mukhametov, Anton Pampushnyy, Lyubov Aksyonova, Milos Bikovic, Konstantin Lavronenko",6.417,522,110,"A young and talented architect comes to his senses after a horrific accident only to find himself in the odd dystopian world. A world that is filled with the memories of all current coma patients. Just like a human memory this world is fragmental, chaotic and unstable. This is COMA: icecaps, rivers and cities can all exist in a space of a single room and laws of physics are no longer laws as they can be bent."
Doctor Sleep,2019-10-30,45000000,72381712,"Horror, Thriller, Fantasy","Ewan McGregor, Kyliegh Curran, Rebecca Ferguson, Cliff Curtis, Zahn McClarnon",7.15,4301,152,"Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine""."
Rope,1948-03-11,1500000,2200000,"Thriller, Crime, Drama","John Dall, Farley Granger, James Stewart, Joan Chandler, Douglas Dick",7.951,2623,81,Two longtime friends attempt to prove that they committed the perfect murder by hosting a dinner party with the family of a classmate they just strangled to death.
The Weapon,2023-02-17,0,0,Action,"Tony Schiena, AnnaLynne McCord, Sean Patrick Flanery, Jack Kesy, Cuba Gooding Jr.",5.4,29,85,"Dallas is a one-man killing machine on a mysterious rampage. His attacks on biker gangs and meth labs anger the Vegas mob boss who’s holding Dallas’ girlfriend hostage. But who is Dallas working for? Even torture won’t make him talk, and he won’t stop until justice is served."
Hocus Pocus 2,2022-09-30,30000000,0,"Fantasy, Comedy, Family","Bette Midler, Sarah Jessica Parker, Kathy Najimy, Whitney Peak, Belissa Escobedo",7.242,1604,107,"29 years since the Black Flame Candle was last lit, the 17th-century Sanderson sisters are resurrected, and they are looking for revenge. Now it's up to three high school students to stop the ravenous witches from wreaking a new kind of havoc on Salem before dawn on All Hallow's Eve."
Rampage,2018-04-11,120000000,428028233,"Action, Adventure, Science Fiction","Dwayne Johnson, Naomie Harris, Malin Åkerman, Jeffrey Dean Morgan, Jake Lacy",6.463,6931,107,"Primatologist Davis Okoye shares an unshakable bond with George, the extraordinarily intelligent, silverback gorilla who has been in his care since birth.  But a rogue genetic experiment gone awry mutates this gentle ape into a raging creature of enormous size.  To make matters worse, it’s soon discovered there are other similarly altered animals.  As these newly created alpha predators tear across North America, destroying everything in their path, Okoye teams with a discredited genetic engineer to secure an antidote, fighting his way through an ever-changing battlefield, not only to halt a global catastrophe but to save the fearsome creature that was once his friend."
Pandemic Undead,2022-11-21,0,0,Horror,"Bobby Field, Javier Morga, Kimberly Fisher, Danielle De Luca, John Philbin",0.0,0,82,An FBI raid reveals terrorists poisoning the water supply in a small town as a group of college students head to Pismo Beach for spring break debauchery.
Quadrophenia,1979-09-14,0,0,"Drama, Music","Phil Daniels, Leslie Ash, Phil Davis, Mark Wingett, Sting",7.0,248,121,"Based on the 1973 rock opera album of the same name by The Who, this is the story of 60s teenager Jimmy. At work he slaves in a dead-end job. While after, he shops for tailored suits and rides his scooter as part of the London Mod scene."
Independence Day,1996-06-25,75000000,817400891,"Action, Adventure, Science Fiction","Will Smith, Bill Pullman, Jeff Goldblum, Mary McDonnell, Judd Hirsch",6.886,9414,145,"Strange phenomena surface around the globe. The skies ignite. Terror races through the world's major cities. As these extraordinary events unfold, it becomes increasingly clear that a force of incredible magnitude has arrived. Its mission: total annihilation over the Fourth of July weekend. The last hope to stop the destruction is an unlikely group of people united by fate and unimaginable circumstances."
Wild Card,2015-01-14,30000000,6738764,"Thriller, Crime, Action","Jason Statham, Michael Angarano, Dominik Garcia, Milo Ventimiglia, Hope Davis",5.674,1742,92,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing."
Rush Hour 2,2001-08-03,90000000,347325802,"Action, Comedy, Crime","Jackie Chan, Chris Tucker, John Lone, Zhang Ziyi, Roselyn Sánchez",6.741,4007,90,"It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies, Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing, the counterfeiting, and the true allegiance of sexy customs agent Isabella."
Fallen Angels,1995-09-06,0,0,"Action, Romance, Crime","Leon Lai, Charlie Yeung, Takeshi Kaneshiro, Karen Mok Man-Wai, Michelle Reis",7.7,998,98,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him."
The Menu,2022-11-17,35000000,79628200,"Comedy, Horror, Thriller","Anya Taylor-Joy, Ralph Fiennes, Nicholas Hoult, Janet McTeer, Paul Adelstein",7.184,4672,107,"A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises."
Code Geass: Lelouch of the Rebellion – Glorification,2018-05-01,0,620280,"Science Fiction, Animation, Drama, Action","Asako Dodo, Junko Asami, Emi Motoi, Fumiko Orikasa, Sayaka Ohara",7.4,21,140,"This is the third and final part of a 3-part theatrical film compilation of the ""Code Geass: Lelouch of the Rebellion"" TV anime."
Morbius,2022-03-30,75000000,167635712,"Action, Science Fiction, Fantasy","Jared Leto, Matt Smith, Adria Arjona, Jared Harris, Tyrese Gibson",6.028,4201,105,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease."
Kaulayaw,2024-07-18,0,0,Drama,"Micaella Raz, Matthew Francisco, Robb Guinto",6.0,1,48,"Two college schoolmates venture into the world of cybersex to support their needs. They fulfill their fans' sexual fantasy only to realized that they too, are falling for each other."
"I, Robot",2004-07-15,120000000,347234916,"Action, Science Fiction","Will Smith, Bridget Moynahan, Alan Tudyk, James Cromwell, Bruce Greenwood",7.0,11572,115,"In 2035, where robots are commonplace and abide by the three laws of robotics, a technophobic cop investigates an apparent suicide. Suspecting that a robot may be responsible for the death, his investigation leads him to believe that humanity may be in danger."
